id	gene_short_name	num_cells_expressed
LOC105346857	uncharacterized LOC105346857	4
LOC105346855	basement membrane-specific heparan sulfate proteoglycan core protein-like	12
LOC117681173	uncharacterized LOC117681173	220
LOC105346854	F-box/LRR-repeat protein 21	432
LOC105346853	uncharacterized LOC105346853	315
LOC105346851	trafficking protein particle complex subunit 2	6449
LOC105346877	pericentriolar material 1 protein	7673
LOC105346848	Exonuclease 3'-5' domain-containing protein 1	4201
LOC105346847	ankycorbin	3437
LOC105346876	inverted formin-2	4090
LOC105346844	tripartite motif-containing protein 2	375
LOC109621058	uncharacterized LOC109621058	11
LOC105346843	uncharacterized LOC105346843_ncRNA	6
LOC105346842	uncharacterized LOC105346842	14
LOC117681174	uncharacterized LOC117681174_ncRNA	0
LOC105346841	uncharacterized LOC105346841_ncRNA	0
LOC117681899	uncharacterized LOC117681899_ncRNA	0
LOC105343613	uncharacterized LOC105343613	7
LOC117681900	inverted formin-2-like	26
LOC105346839	inverted formin-2	326
LOC105346875	low affinity vacuolar monovalent cation/H(+) antiporter	240
LOC105338373	cubilin	407
LOC105345433	cyclin-dependent kinase 14	2574
LOC105345434	transcription factor Sp9	517
LOC105345436	transcription factor Sp9	461
LOC105332909	uncharacterized LOC105332909	8
LOC109620147	uncharacterized LOC109620147_ncRNA	1
LOC117680651	uncharacterized LOC117680651	50
LOC117681720	uncharacterized LOC117681720_ncRNA	40
LOC105339529	uncharacterized LOC105339529	3
LOC117681721	uncharacterized LOC117681721	113
LOC117681722	integumentary mucin C.1-like	9
LOC117681723	uncharacterized LOC117681723_ncRNA	1
LOC117681724	uncharacterized LOC117681724	0
LOC117681725	uncharacterized LOC117681725	1
LOC105339532	uncharacterized LOC105339532_ncRNA	98
LOC105334909	obg-like ATPase 1	11816
LOC105334910	uncharacterized LOC105334910	645
LOC117681626	uncharacterized LOC117681626_ncRNA	0
LOC117681627	uncharacterized LOC117681627_ncRNA	1
LOC105334911	cell wall integrity and stress response component 4	5
LOC105334974	ryncolin-1	0
LOC105334918	microfibril-associated glycoprotein 4	4
LOC117681629	microfibril-associated glycoprotein 4-like	3
LOC105334915	ryncolin-4	0
LOC109619607	ryncolin-4	2
LOC105334913	ryncolin-4	0
LOC117681631	uncharacterized LOC117681631_ncRNA	5
LOC105334919	fibrinogen C domain-containing protein 1	18
LOC117681628	uncharacterized LOC117681628	17
LOC105334921	uncharacterized LOC105334921	10233
LOC105334922	tRNA methyltransferase 10 homolog B	2524
LOC105334975	iron-sulfur protein NUBPL-like	1184
LOC105334924	N-glycosylase/DNA lyase	907
LOC105334925	uncharacterized LOC105334925	1633
LOC105334926	isocitrate dehydrogenase [NAD] subunit beta, mitochondrial-like	3909
LOC105334928	GPI-anchor transamidase-like	1811
LOC105334927	adenylate kinase isoenzyme 5	3893
LOC105334930	uncharacterized LOC105334930	1716
LOC105334934	metal-response element-binding transcription factor 2-like	4458
LOC105334935	serine/threonine-protein kinase TNNI3K	1023
LOC105334936	uncharacterized LOC105334936	28
LOC105334938	Kv channel-interacting protein 4	228
LOC117681634	uncharacterized LOC117681634_ncRNA	1
LOC105334939	protein capicua homolog	4694
LOC105334941	nucleoporin NUP188 homolog	997
LOC105334940	uncharacterized LOC105334940	55
LOC117681635	uncharacterized LOC117681635_ncRNA	7
LOC105334942	complement C1q-like protein 4	103
LOC105334944	kinetochore protein NDC80 homolog	11088
LOC117681636	uncharacterized LOC117681636_ncRNA	19
LOC109620923	uncharacterized LOC109620923_ncRNA	1
LOC105334943	complement C1q-like protein 4	130
LOC109621136	uncharacterized LOC109621136	6
LOC105340050	uncharacterized LOC105340050	4
LOC117681637	complement C1q-like protein 4	1
LOC105331330	heat shock 70 kDa protein 12A	20
LOC105331329	deoxycytidylate deaminase	1435
LOC105331327	protein Red	14630
LOC105331328	oral-facial-digital syndrome 1 protein	6813
LOC105331325	sporulation protein kinase pit1	2343
LOC105331323	la-related protein 1B	15474
LOC105331320	gem-associated protein 8	2421
LOC105331321	WD repeat-containing protein 17	1807
LOC105331319	carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein	226
LOC105331277	cyclin-dependent kinase 9	6128
LOC105331276	UPF0428 protein CXorf56 homolog	9163
LOC105331317	uncharacterized LOC105331317	112
LOC105331314	retrograde protein of 51 kDa	9730
LOC105331313	general transcription factor 3C polypeptide 5	2827
LOC117681638	uncharacterized LOC117681638_ncRNA	3
LOC105331312	putative RNA polymerase II subunit B1 CTD phosphatase RPAP2	4324
LOC105331311	uncharacterized LOC105331311	268
LOC105331310	DNA polymerase epsilon subunit 3	8653
LOC117681639	secreted acidic protein 2-like	47
LOC105331309	uncharacterized LOC105331309_ncRNA	28
LOC105320769	L-proline trans-4-hydroxylase	3186
LOC105320771	heparanase	674
LOC105345408	quinone reductase-like	8110
LOC105345420	hyalin-like	204
LOC117681641	uncharacterized LOC117681641	80
LOC117681642	uncharacterized LOC117681642	35
LOC117681640	uncharacterized LOC117681640	3
LOC105345421	uncharacterized LOC105345421	0
LOC105320768	uncharacterized LOC105320768	1
LOC105345409	uncharacterized LOC105345409	0
LOC105345410	WD repeat-containing protein 46	5177
LOC109617557	uncharacterized LOC109617557	5
LOC105345414	uncharacterized LOC105345414	11
LOC105320068	retrovirus-related Pol polyprotein from transposon 412	1
LOC117681649	uncharacterized LOC117681649_ncRNA	3
LOC105319641	uncharacterized LOC105319641	4
LOC117681648	uncharacterized LOC117681648_ncRNA	3
LOC117681646	uncharacterized LOC117681646	0
LOC117681643	uncharacterized LOC117681643	58
LOC117681650	uncharacterized LOC117681650_ncRNA	0
LOC117681644	uncharacterized LOC117681644	69
LOC105330975	uncharacterized LOC105330975	141
LOC105330948	uncharacterized LOC105330948	19
LOC117681647	uncharacterized LOC117681647	153
LOC117681651	uncharacterized LOC117681651_ncRNA	6
LOC105345411	uncharacterized LOC105345411	1
LOC105345422	uncharacterized LOC105345422	2
LOC105319640	uncharacterized LOC105319640	27
LOC105319639	uncharacterized LOC105319639	57
LOC105330949	uncharacterized LOC105330949	105
LOC117681645	uncharacterized LOC117681645	70
LOC105330947	uncharacterized LOC105330947	0
LOC105348359	uncharacterized LOC105348359	3686
LOC105321671	vacuolar protein-sorting-associated protein 25	300
LOC117681652	uncharacterized LOC117681652_ncRNA	0
LOC105321672	transcription initiation factor TFIID subunit 5	4836
LOC105321673	uncharacterized LOC105321673_ncRNA	18427
LOC105321674	uncharacterized LOC105321674	5
LOC105321675	nose resistant to fluoxetine protein 6-like	1133
LOC105321676	polyprenol reductase-like	3614
LOC105321678	V-type proton ATPase catalytic subunit A	2068
LOC105321679	microspherule protein 1	6202
LOC105321680	supervillin	8205
LOC109617825	uncharacterized LOC109617825_ncRNA	5
LOC117681653	dentin sialophosphoprotein-like	3708
LOC117681654	probable peroxisomal membrane protein PEX13	26
LOC105321682	innexin unc-9	2352
LOC105321685	uncharacterized LOC105321685	90
LOC105321684	hyccin	2840
LOC105321687	anion exchange protein 2	9100
LOC105321690	uncharacterized LOC105321690	684
LOC105321688	gastrin/cholecystokinin type B receptor	92
LOC117681656	uncharacterized LOC117681656_ncRNA	3
LOC117681655	fibrinolytic enzyme, isozyme C-like	21
LOC117681657	chymotrypsin-like serine proteinase	4
LOC105321691	chymotrypsin-like serine proteinase	3
LOC105321692	cytochrome P450 2C31-like	745
LOC105321693	5-hydroxytryptamine receptor 1	278
LOC117681658	zinc finger protein 862-like	19
LOC105318097	caspase-1	47
LOC117681660	uncharacterized LOC117681660	70
LOC105325977	uncharacterized LOC105325977	169
LOC117681661	uncharacterized LOC117681661_ncRNA	0
LOC117681659	uncharacterized LOC117681659	27
LOC105330830	uncharacterized LOC105330830	4
LOC105330860	uncharacterized LOC105330860	14
LOC105330833	syntaxin-6-like	4905
LOC105333070	protein catecholamines up	11594
LOC105330835	tetratricopeptide repeat protein 19, mitochondrial	3837
LOC105330838	tudor domain-containing protein 5	1501
LOC105330836	E3 ubiquitin-protein ligase TRIM56	1060
LOC105330839	uncharacterized LOC105330839	7
LOC105330840	serine--tRNA synthetase-like protein Slimp	2728
LOC105330841	protein O-mannosyl-transferase 1-like	3203
LOC105330842	ankyrin repeat-containing protein DDB_G0279043	2
LOC105330843	uncharacterized LOC105330843	0
LOC105323852	uncharacterized LOC105323852	12
LOC117681666	uncharacterized LOC117681666	4
LOC105320305	uncharacterized LOC105320305	3
LOC117681667	uncharacterized LOC117681667_ncRNA	1
LOC117681665	uncharacterized LOC117681665	14
LOC109617614	uncharacterized LOC109617614	3
LOC105331091	uncharacterized LOC105331091	0
LOC109617046	uncharacterized LOC109617046	0
LOC105320321	uncharacterized LOC105320321	5
LOC117681664	uncharacterized LOC117681664	14
LOC117681668	uncharacterized LOC117681668	219
LOC117681669	uncharacterized LOC117681669	0
LOC105347327	uncharacterized LOC105347327	468
LOC105347331	mammalian ependymin-related protein 1	275
LOC105347332	uncharacterized LOC105347332	6942
LOC105347391	ATP-binding cassette sub-family G member 1-like	5148
LOC105347333	abasic site processing protein HMCES	2880
LOC105347392	serine/threonine-protein kinase N2	12058
LOC105347334	large subunit GTPase 1 homolog	3436
LOC105347335	hyaluronan mediated motility receptor	13529
LOC105336004	centromere protein J-like	4948
LOC105317975	uncharacterized LOC105317975	647
LOC117681891	serine-rich adhesin for platelets-like	0
LOC105317976	neuronal acetylcholine receptor subunit alpha-6	1757
LOC105317977	uncharacterized LOC105317977	1887
LOC105317978	endophilin-B1	10305
LOC105317979	fibrinolytic enzyme, isozyme C	1205
LOC105317980	uncharacterized LOC105317980	325
LOC105317981	uncharacterized LOC105317981	109
LOC105319256	centrosomal protein of 164 kDa	14743
LOC105317983	26S proteasome non-ATPase regulatory subunit 10	122
LOC105328300	ankyrin repeat and SOCS box protein 3	33
LOC105328301	transient receptor potential cation channel subfamily V member 5	491
LOC105328302	transient receptor potential cation channel subfamily V member 5-like	1
LOC117681671	uncharacterized LOC117681671	0
LOC117681672	brorin-like	5
LOC117681674	transient receptor potential cation channel subfamily V member 5-like	3
LOC117680422	transient receptor potential cation channel subfamily V member 5-like	3
LOC105328304	uncharacterized LOC105328304	114
LOC105343623	tenascin	0
LOC117681675	uncharacterized LOC117681675_ncRNA	0
LOC105343622	uncharacterized protein DDB_G0272420-like	4
LOC105320756	neurogenic locus notch homolog protein 3-like	1
LOC109617690	G-protein coupled receptor daf-38	0
LOC105320739	uncharacterized LOC105320739	126
LOC117681676	uncharacterized LOC117681676	5705
LOC105320742	catenin beta-like	17399
LOC105320743	transcription factor Sp3	8012
LOC105320745	uncharacterized LOC105320745	60
LOC105320746	NEDD8-conjugating enzyme UBE2F	4059
LOC105320748	cell division control protein 6 homolog	9992
LOC105320749	2',5'-phosphodiesterase 12	3859
LOC105320750	uncharacterized LOC105320750	1025
LOC105320752	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase-like	750
LOC109620657	uncharacterized LOC109620657_ncRNA	7
LOC105343729	collagen alpha-3(VI) chain-like	53
LOC117681678	uncharacterized LOC117681678	11
LOC105343727	collagen alpha-3(VI) chain-like	32
LOC105343730	uncharacterized LOC105343730	52
LOC109619119	collagen alpha-3(VI) chain-like	4
LOC105321052	uncharacterized LOC105321052	1
LOC105331269	collagen alpha-3(VI) chain	42
LOC117681679	uncharacterized LOC117681679_ncRNA	1
LOC105348322	uncharacterized LOC105348322	184
LOC105333181	uncharacterized LOC105333181	168
LOC117681677	collagen alpha-3(VI) chain-like	2
LOC105342774	collagen alpha-3(VI) chain	2
LOC105342765	uncharacterized LOC105342765	471
LOC105342773	titin	9459
LOC117681681	titin-like	5779
LOC117681683	chromo domain-containing protein cec-1-like	6
LOC117681680	titin-like	0
LOC117681682	titin-like	5
LOC117681684	twitchin-like	33
LOC117681896	titin homolog	229
LOC117681897	twitchin-like	0
LOC105342763	titin homolog	5786
LOC105342762	myosin light chain kinase, smooth muscle	6131
LOC105342761	uncharacterized LOC105342761_ncRNA	71
LOC105342771	PR domain zinc finger protein 12_partial mRNA	224
LOC105342760	WD repeat-containing protein 38	1622
LOC105342759	acetylcholine receptor subunit beta-type unc-29-like	96
LOC105342758	hypothetical protein	77
LOC105322034	keratin, type II cytoskeletal 2 epidermal-like	0
LOC105322033	keratin-associated protein 6-2-like	6
LOC105322032	collagen alpha-1(I) chain	141
LOC105322031	tetraspanin-9	17
LOC117681685	uncharacterized LOC117681685	9
LOC105326157	CD63 antigen	0
LOC105320322	uncharacterized LOC105320322	0
LOC117681023	tetraspanin-9-like	9
LOC105325165	CD63 antigen	4
LOC105342105	tetraspanin-9	0
LOC117680585	CD63 antigen-like	1
LOC117681025	uncharacterized LOC117681025	76
LOC109620595	uncharacterized LOC109620595	3
LOC105334633	uncharacterized LOC105334633	5
LOC105317998	tetraspanin-9	10
LOC105318000	CD63 antigen-like	0
LOC105318001	tetraspanin-1	1734
LOC117681024	CD63 antigen-like	0
LOC105325171	CD63 antigen	1
LOC117681898	uncharacterized LOC117681898	0
LOC117681026	tetraspanin-9-like	0
LOC109620426	tetraspanin-18-like	1
LOC117681027	uncharacterized LOC117681027_ncRNA	4
LOC117681028	uncharacterized LOC117681028	0
LOC117681029	uncharacterized LOC117681029_ncRNA	1
LOC117681030	tetraspanin-1-like	979
LOC117681031	uncharacterized LOC117681031	1
LOC105318002	out at first protein	1275
LOC105318003	uncharacterized LOC105318003	309
LOC105318006	39S ribosomal protein L41, mitochondrial	6058
LOC105318004	uncharacterized LOC105318004	333
LOC105318007	tetraspanin-18	2194
LOC105318008	uncharacterized LOC105318008	85
LOC105318009	Golgi-associated plant pathogenesis-related protein 1	254
LOC105318010	glycerophosphocholine cholinephosphodiesterase ENPP6	320
LOC105318012	CD63 antigen	53
LOC105348335	nucleolar protein dao-5	8684
LOC105329702	uncharacterized LOC105329702	979
LOC117681901	uncharacterized LOC117681901	19
LOC117681032	C-type lectin domain family 10 member A-like	141
LOC105329703	uncharacterized LOC105329703	344
LOC105329705	mitochondrial import receptor subunit TOM70	5288
LOC105329724	solute carrier family 49 member 4	30
LOC105329707	solute carrier family 49 member 4	250
LOC105329725	serine/threonine-protein kinase DCLK1	557
LOC105329708	uncharacterized LOC105329708	12766
LOC105329709	uncharacterized LOC105329709	260
LOC105329710	heat shock 70 kDa protein 12A	343
LOC105329712	thymosin beta	6271
LOC105329714	acetylcholine receptor subunit beta	1
LOC109617060	acetylcholine receptor subunit beta-type unc-29-like	225
LOC117681034	uncharacterized LOC117681034_ncRNA	2
LOC117681035	uncharacterized LOC117681035_ncRNA	13
LOC105329715	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	4918
LOC105329716	conserved oligomeric Golgi complex subunit 8	2193
LOC105329718	proton-coupled amino acid transporter 4	138
LOC117681036	uncharacterized LOC117681036_ncRNA	2
LOC105338582	F-box/LRR-repeat protein 2	2791
LOC105338583	tubulin beta chain	13094
Trnam-cau_29		0
LOC105338584	ubiquitin carboxyl-terminal hydrolase 38	1005
LOC105338599	caseinolytic peptidase B protein homolog	785
LOC105338585	glucosamine-6-phosphate isomerase 2	1009
LOC105338586	probable phospholipid-transporting ATPase VD	4129
LOC105338588	COMM domain-containing protein 8	4239
LOC105338589	galactosylceramide sulfotransferase	1844
LOC117680505	uncharacterized LOC117680505	146
LOC105338590	uncharacterized LOC105338590	0
LOC117681902	uncharacterized LOC117681902	272
LOC105338591	uncharacterized LOC105338591	307
LOC105324829	kelch-like protein 26	11
LOC105338592	uncharacterized LOC105338592	2715
LOC105338594	leucine-rich repeat-containing protein 74A	316
LOC105338600	transcription factor SPT20 homolog	1606
LOC105338597	putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13	219
LOC117681037	uncharacterized LOC117681037	0
LOC105333335	protein inturned-like	1670
LOC105333351	dentin sialophosphoprotein-like	8
LOC105348748	alpha-amylase	9
LOC117681038	uncharacterized LOC117681038_ncRNA	0
LOC105348749	beta-1,3-galactosyltransferase 1	951
LOC105348751	alpha-amylase	106
LOC105348747	uncharacterized LOC105348747	713
LOC105348746	leucine-rich repeat-containing protein 74A	255
LOC105348744	ribonucleoside-diphosphate reductase large subunit	3783
LOC105348742	transmembrane protein 165	14487
LOC105348741	transmembrane protein 272	281
LOC117681039	delta-like protein A	118
LOC105334151	uncharacterized LOC105334151	2474
LOC105334150	zinc finger protein 2	294
LOC105334149	A-kinase anchor protein 17A	6107
LOC105334153	arginine--tRNA ligase, cytoplasmic	3358
LOC105334147	uncharacterized LOC105334147	63
LOC105328933	low-density lipoprotein receptor-related protein 4	37
LOC117681904	low-density lipoprotein receptor-related protein 2-like	0
LOC105328887	sodium/glucose cotransporter 4	85
LOC109618830	uncharacterized LOC109618830	31
LOC105328890	cyclic nucleotide-gated channel rod photoreceptor subunit alpha	277
LOC105328891	kinase D-interacting substrate of 220 kDa	1986
LOC105328892	uncharacterized protein F23F12.8-like	922
LOC117681040	uncharacterized LOC117681040	219
LOC117681041	uncharacterized LOC117681041	1
LOC117681042	uncharacterized LOC117681042	0
LOC117681043	uncharacterized LOC117681043	0
LOC117681044	uncharacterized LOC117681044	0
LOC105328893	uncharacterized LOC105328893	1116
LOC105329367	uncharacterized LOC105329367	0
LOC117681905	uncharacterized LOC117681905	0
LOC105329369	uncharacterized LOC105329369	7
LOC105329370	uncharacterized LOC105329370	24
LOC105329371	prefoldin subunit 2	11649
LOC105329372	otolith matrix protein OMM-64-like	3109
LOC117681045	uncharacterized LOC117681045_ncRNA	536
LOC105329374	homeobox protein BarH-like 1b	156
LOC105329375	sodium/glucose cotransporter 5	68
LOC105329376	sodium/glucose cotransporter 5	4
LOC105323087	CCN family member 2	200
LOC117681046	uncharacterized LOC117681046_ncRNA	1
LOC117681048	zinc finger HIT domain-containing protein 2-like	245
LOC117681047	cilia- and flagella-associated protein 45-like	978
LOC105323091	39S ribosomal protein L39, mitochondrial	257
LOC117681049	uncharacterized LOC117681049_ncRNA	0
LOC105323090	zinc finger HIT domain-containing protein 2	56
LOC105323088	cilia- and flagella-associated protein 45	3229
LOC105323092	39S ribosomal protein L39, mitochondrial-like	5987
LOC105323093	E3 SUMO-protein ligase RanBP2	7618
LOC105323094	platelet-activating factor acetylhydrolase IB subunit beta	2486
LOC105323095	uncharacterized LOC105323095	118
LOC105323129	neurogenic locus notch homolog protein 1	195
LOC117681050	uncharacterized LOC117681050	143
LOC105323130	trissin receptor-like	40
LOC117681051	uncharacterized LOC117681051	237
LOC105329097	uncharacterized LOC105329097	229
LOC117681052	uncharacterized LOC117681052	54
LOC105329092	uncharacterized LOC105329092	77
LOC105329093	sodium- and chloride-dependent glycine transporter 2	164
LOC105329094	casein kinase II subunit beta	10124
Trnar-ccu_11		0
LOC105329090	protein quiver-like	8141
LOC105329089	nuclear factor related to kappa-B-binding protein	4976
LOC105329087	eukaryotic translation initiation factor 3 subunit F	14017
LOC105329086	histone deacetylase complex subunit SAP30L	11573
LOC105329085	high mobility group-T protein	18239
LOC105348731	probable phospholipid-transporting ATPase IA	6471
LOC105348766	exosome complex component RRP45	4634
LOC105348733	G2/mitotic-specific cyclin-A	13386
LOC105348735	DNA repair protein RAD50	1192
LOC105348737	POU domain, class 4, transcription factor 3	701
LOC105348738	CD109 antigen	3633
LOC105348739	ATPase family protein 2 homolog	1831
LOC117681053	cancer-related regulator of actin dynamics homolog	78
LOC105348740	neurogenic locus protein delta-like	22
LOC117681056	uncharacterized LOC117681056	102
LOC117681057	uncharacterized LOC117681057_ncRNA	6
LOC105336880	uncharacterized LOC105336880	93
LOC117681058	uncharacterized LOC117681058_ncRNA	42
LOC105336878	uncharacterized LOC105336878	7
LOC109617040	uncharacterized LOC109617040	1
LOC117681055	uncharacterized LOC117681055	22
LOC105344893	leukocyte surface antigen CD53	31
LOC117681054	transmembrane protein KIAA1109-like	1225
LOC105344891	transmembrane protein KIAA1109	1054
LOC105344890	uncharacterized LOC105344890	20
LOC105327458	kinesin-like protein KIF3A	5045
LOC105327459	cytochrome c oxidase assembly factor 5-like	2653
LOC105327460	uncharacterized LOC105327460_ncRNA	23
LOC105327462	uncharacterized LOC105327462_ncRNA	118
LOC105327464	radial spoke head protein 6 homolog A	227
LOC105327465	hamartin	1199
LOC105327466	uncharacterized LOC105327466	9295
LOC105327467	serine/threonine-protein phosphatase 1 regulatory subunit 10	12976
LOC105327468	neuropeptide Y receptor type 1	260
LOC105327469	axonemal dynein light chain domain-containing protein 1	1979
LOC105327470	surfeit locus protein 2	3354
LOC105327471	uncharacterized LOC105327471	303
LOC105327472	putative carbonic anhydrase-like protein 2	91
LOC105327474	glycine receptor subunit alpha-1	24
LOC105327475	glycine receptor subunit alpha-2	8
LOC117681059	glycine receptor subunit alpha-2-like	4
LOC117681906	glycine receptor subunit alpha-2-like	2
LOC117681063	uncharacterized LOC117681063	0
LOC105321465	uncharacterized LOC105321465	52
LOC117681062	uncharacterized LOC117681062	2
LOC105335918	uncharacterized LOC105335918	4
LOC117681060	uncharacterized LOC117681060	2
LOC105319845	glycine receptor subunit alpha-2	0
LOC117681061	nucleoprotein TPR-like	0
LOC105348936	uncharacterized LOC105348936	4
LOC105348935	uncharacterized LOC105348935	280
LOC105348941	sulfate transporter	20
LOC105348940	uncharacterized LOC105348940	108
LOC105324791	thyroid hormone-induced protein B-like	11
LOC105348932	protein unc-93 homolog A	118
LOC105348933	uncharacterized LOC105348933	999
LOC105348930	uncharacterized LOC105348930	13862
LOC105348928	protein mono-ADP-ribosyltransferase PARP15	166
LOC105348929	uncharacterized LOC105348929	1564
LOC105319178	sodium- and chloride-dependent glycine transporter 1	4278
LOC105348927	sodium- and chloride-dependent glycine transporter 1	1577
LOC105348924	kelch-like protein 26	750
LOC105348925	uncharacterized LOC105348925	97
LOC105348923	heat shock 70 kDa protein 12A	1928
LOC105341364	uncharacterized LOC105341364	4334
LOC105339028	TBC1 domain family member 19	1861
LOC105339038	cholecystokinin receptor type A	172
LOC105331143	uncharacterized LOC105331143	58
LOC105331142	flocculation protein FLO11	129
LOC105331141	hepatic lectin-like	0
LOC117681515	snaclec flavocetin-A subunit beta-like	4
LOC105331167	mucin-2-like_partial mRNA	25
LOC105322521	neurobeachin-like protein 1	1242
LOC105322519	trafficking kinesin-binding protein 1	5226
LOC105322517	uncharacterized LOC105322517	1388
LOC105322516	dimethylaniline monooxygenase [N-oxide-forming] 5	1892
LOC105322515	A-agglutinin anchorage subunit	10
LOC105322514	uncharacterized LOC105322514	3159
LOC105322512	innexin unc-9	939
LOC105322513	uncharacterized LOC105322513_ncRNA	32
LOC105322510	innexin unc-9	988
LOC105348222	uncharacterized LOC105348222_ncRNA	99
LOC105342677	ATP-dependent DNA helicase RecQ	0
LOC105342678	uncharacterized LOC105342678	0
LOC117681516	uncharacterized LOC117681516	2092
LOC117681517	uncharacterized LOC117681517_ncRNA	0
LOC105348224	protein aurora borealis	2387
LOC105348225	uncharacterized LOC105348225_ncRNA	1327
LOC105348226	probable ATP synthase subunit g 1, mitochondrial	17751
LOC105348227	lathosterol oxidase	988
LOC105348229	uncharacterized LOC105348229_ncRNA	69
LOC105348228	uncharacterized LOC105348228_ncRNA	40
LOC105348230	laccase-4	187
LOC105348232	ras-related protein RABF2b	691
LOC105348234	ras-related protein Rab6	364
LOC105348235	uncharacterized LOC105348235	1114
LOC105348236	tubulin polyglutamylase TTLL11	863
LOC105348237	tubulin polyglutamylase TTLL11	1628
LOC105348246	short transient receptor potential channel 3	25
LOC105348240	protein Wnt-10b	662
LOC105348241	protein Wnt-6	51
LOC109621213	uncharacterized LOC109621213_ncRNA	7
LOC105348242	protein Wnt-1	58
LOC105347794	protein Wnt-9a	115
LOC105347796	uncharacterized LOC105347796	18
LOC117681519	uncharacterized LOC117681519_ncRNA	17
LOC109619426	vesicle-fusing ATPase 1-like	4186
LOC117681520	surfeit locus protein 6 homolog	2057
LOC117681521	40S ribosomal protein S18	488
LOC117681522	uncharacterized LOC117681522	579
LOC105347797	vesicle-fusing ATPase 1	2642
LOC105347798	surfeit locus protein 6 homolog	3585
LOC105347800	40S ribosomal protein S18	15427
LOC105347805	histone-lysine N-methyltransferase 2A	10619
LOC105347801	dixin	6765
LOC105347802	multidrug resistance-associated protein 1	5445
LOC105347804	brain-specific homeobox protein homolog	3727
LOC117681179	uncharacterized LOC117681179_ncRNA	61
LOC105334199	follistatin-related protein 1	130
LOC117681546	uncharacterized LOC117681546_ncRNA	10
LOC105338899	protein phosphatase 1K, mitochondrial	1316
LOC105331305	cardioacceleratory peptide receptor	348
LOC105338900	uncharacterized LOC105338900	2160
LOC105338902	sodium- and chloride-dependent glycine transporter 1	167
LOC105338903	sodium- and chloride-dependent glycine transporter 1	319
LOC105338906	complement C1q-like protein 4	652
Caprin-2	complement C1q-like protein 3	375
LOC105338907	myosin heavy chain, striated muscle	1333
LOC105338909	golgin subfamily A member 2	7358
LOC105338910	heterogeneous nuclear ribonucleoprotein L	3490
LOC105328274	uncharacterized LOC105328274	3152
LOC105328272	brother of CDO	3268
LOC117681773	uncharacterized LOC117681773_ncRNA	837
LOC105328271	elongation factor Ts, mitochondrial	877
LOC105324365	uncharacterized LOC105324365	837
LOC105324364	zinc finger protein 2 homolog	504
LOC105319742	beta-1,3-galactosyltransferase 1	155
LOC105319741	tyrosine-protein kinase transmembrane receptor Ror	48
LOC117681259	twitchin-like	4
LOC105348472	twitchin	69
LOC117680952	uncharacterized LOC117680952	9
LOC105319739	sentrin-specific protease 5	5
LOC105319738	ovarian cancer G-protein coupled receptor 1	342
LOC105319737	MPN domain-containing protein	7150
LOC105319736	peptidyl-prolyl cis-trans isomerase FKBP2	7328
LOC105319734	homeobox protein Mohawk	8801
LOC117681260	uncharacterized LOC117681260_ncRNA	35
LOC105319733	putative polypeptide N-acetylgalactosaminyltransferase 10	4939
LOC105319729	DNA-directed RNA polymerase I subunit RPA49	3541
LOC105319731	sodium bicarbonate transporter-like protein 11_partial mRNA	4321
LOC105327757	gem-associated protein 5-like	840
LOC105327758	transmembrane protein 131	8386
LOC109618488	integrase/recombinase xerD homolog	2
LOC105327743	ELMO domain-containing protein 2	1551
LOC105327756	ubiquitin-like protein 3	7949
LOC105327755	syntaxin-binding protein 4	6057
LOC105327754	uncharacterized LOC105327754	1559
LOC117681261	uncharacterized LOC117681261_ncRNA	1
LOC105327752	jupiter microtubule associated homolog 1	13174
LOC105327751	protein cramped-like	10548
LOC105327750	formin-J	2528
LOC109618700	uncharacterized LOC109618700_ncRNA	103
LOC105327748	B-box type zinc finger protein ncl-1	5121
LOC105327747	protein zwilch homolog	1960
LOC105327745	exosome complex component RRP43	4422
LOC105327744	uncharacterized LOC105327744	2731
LOC105327762	protein SDA1 homolog	5828
LOC105320619	uncharacterized LOC105320619	13
LOC105320627	protein ABHD18	2762
LOC105320643	probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein	1487
LOC105320609	B-box type zinc finger protein ncl-1-like	11948
LOC105320741	prosalusin	0
LOC105320599	torsin-1A-like	704
LOC105329636	transmembrane protein 144	599
LOC109620127	uncharacterized LOC109620127_ncRNA	277
LOC105329634	paramyosin	597
LOC105331872	DNA-binding protein SMUBP-2	941
LOC109619202	heat shock 70 kDa protein 12A-like	271
LOC117681264	uncharacterized LOC117681264_ncRNA	36
LOC117681263	uncharacterized LOC117681263_ncRNA	4
LOC105320306	uncharacterized LOC105320306	842
LOC105320304	male-specific lethal 3 homolog	4725
LOC105320303	ankyrin-3-like	355
LOC105320302	prolyl 4-hydroxylase subunit alpha-1	4402
LOC105320298	2',3'-cyclic-nucleotide 3'-phosphodiesterase	334
LOC117681265	uncharacterized LOC117681265_ncRNA	2523
LOC105320297	linear gramicidin synthase subunit D-like	581
LOC105326385	heat shock 70 kDa protein 4	10486
LOC105326368	serine/threonine-protein kinase PLK4	2437
