duckID	evalue	LOC
PGEN_.00g156770	2.29E-36	LOC105335808
PGEN_.00g156790	8.30E-12	LOC105331900
PGEN_.00g156800	1.88E-10	LOC105333836
PGEN_.00g156810	7.90E-10	LOC105325081
PGEN_.00g156830	0.078	LOC105327860
PGEN_.00g156840	9.8	LOC105332187
PGEN_.00g156850	4.91E-80	LOC117686323
PGEN_.00g156860	6.95E-63	LOC117684452
PGEN_.00g156870	6.20E-78	LOC105318079
PGEN_.00g156880	2.42E-04	LOC117692956
PGEN_.00g156890	0.51	LOC105335004
PGEN_.00g156900	6.94E-26	LOC117683220
PGEN_.00g156910	2.10E-29	LOC105338083
PGEN_.00g156920	1.93E-10	LOC105318197
PGEN_.00g156930	1.12E-24	LOC105323277
PGEN_.00g156940	1.1	LOC105325100
PGEN_.00g156950	2.32E-23	LOC105323276
PGEN_.00g156960	4.18E-18	LOC105346054
PGEN_.00g156970	7.68E-10	LOC105325684
PGEN_.00g156980	5.15E-17	LOC105325684
PGEN_.00g156990	2.40E-21	LOC105344204
PGEN_.00g157000	1.45E-06	LOC109618360
PGEN_.00g157010	8.40E-68	LOC105336346
PGEN_.00g157020	0.47	LOC105328972
PGEN_.00g157030	1.10E-22	LOC105336164
PGEN_.00g157040	4.74E-12	LOC105342681
PGEN_.00g157050	5.5	LOC105326043
PGEN_.00g157060	2.56E-104	LOC117686284
PGEN_.00g157070	6.80E-21	LOC109617331
PGEN_.00g157100	6.78E-25	LOC117681628
PGEN_.00g157110	0.056	LOC117680391
PGEN_.00g157120	0.15	LOC117680391
PGEN_.00g157130	0.13	LOC117687752
PGEN_.00g157140	0.001	LOC117680391
PGEN_.00g157150	8.33E-09	LOC117683158
PGEN_.00g157170	3.90E-44	LOC105328316
PGEN_.00g157180	1.53E-34	LOC117683158
PGEN_.00g157190	3.93E-55	LOC105335578
PGEN_.00g157200	4.82E-11	LOC105349073
PGEN_.00g157210	2.27E-41	LOC105328317
PGEN_.00g157220	0.16	LOC105318512
PGEN_.00g157230	1.54E-24	LOC109618360
PGEN_.00g157260	2.4	LOC117682285
PGEN_.00g157270	1.88E-06	LOC105322223
PGEN_.00g157300	3.1	LOC105324801
PGEN_.00g157320	1.65E-11	LOC105331402
PGEN_.00g157330	5.79E-70	LOC105344631
PGEN_.00g157340	1.25E-18	LOC105344630
PGEN_.00g157350	5.24E-43	LOC105328317
PGEN_.00g157360	3.11E-09	LOC105340494
PGEN_.00g157370	6.20E-19	LOC105322714
PGEN_.00g157390	2.10E-38	LOC105322713
PGEN_.00g157400	6.09E-20	LOC105322713
PGEN_.00g157410	7.63E-47	LOC105334520
PGEN_.00g157420	2.6	LOC105335479
PGEN_.00g157430	2.70E-13	LOC105331660
PGEN_.00g157440	1.93E-07	LOC105320464
PGEN_.00g157470	0.008	LOC117685910
PGEN_.00g157480	2.26E-35	LOC117680455
PGEN_.00g157490	7.87E-08	LOC117680370
PGEN_.00g157500	9.13E-21	LOC105327359
PGEN_.00g157510	1.6	LOC105333841
PGEN_.00g157520	3.23E-42	LOC105323789
PGEN_.00g157530	2.5	LOC105335240
PGEN_.00g157540	1.96E-06	LOC117688082
PGEN_.00g157550	2.91E-33	LOC105322395
PGEN_.00g157560	1.27E-12	LOC105348526
PGEN_.00g157570	3.02E-18	LOC105345124
PGEN_.00g157580	5.04E-24	LOC109618019
PGEN_.00g157590	7.03E-17	LOC105342027
PGEN_.00g157600	7.25E-28	LOC105336972
PGEN_.00g157610	4.62E-05	LOC105319935
PGEN_.00g157620	4.03E-06	LOC105336972
PGEN_.00g157630	1.33E-25	LOC105319022
PGEN_.00g157640	3.11E-36	LOC105325289
PGEN_.00g157650	0.012	LOC105322103
PGEN_.00g157660	4.83E-11	LOC105331187
PGEN_.00g157690	0.002	LOC117683490
PGEN_.00g157700	1.12E-46	LOC105334519
PGEN_.00g157710	1.38E-14	LOC105345678
PGEN_.00g157720	2.56E-08	LOC105337488
PGEN_.00g157740	7.04E-06	LOC117690888
PGEN_.00g157750	5.82E-05	LOC105338722
PGEN_.00g157760	1.28E-05	LOC109617191
PGEN_.00g157770	8.69E-04	LOC105322219
PGEN_.00g157780	6.22E-18	LOC105322217
PGEN_.00g157790	3.49E-27	LOC105344648
PGEN_.00g157800	8.80E-07	LOC105319720
PGEN_.00g157810	4.8	LOC117685210
PGEN_.00g157820	8.59E-74	LOC105337388
PGEN_.00g157830	0.004	LOC105327190
PGEN_.00g157840	2.12E-19	LOC105322691
PGEN_.00g157850	1.92E-12	LOC117689502
PGEN_.00g157860	1.22E-32	LOC105341542
PGEN_.00g157870	3.15E-13	LOC105336702
PGEN_.00g157880	6.60E-17	LOC105337388
PGEN_.00g157890	4.41E-07	LOC105331216
PGEN_.00g157900	0.31	LOC105321080
PGEN_.00g157910	4.96E-23	LOC117686795
PGEN_.00g157930	8.23E-39	LOC105338562
PGEN_.00g157940	1.48E-27	LOC105318976
PGEN_.00g157950	8.81E-05	LOC105325797
PGEN_.00g157960	1.57E-15	LOC105346209
PGEN_.00g157970	2.55E-26	LOC105337388
PGEN_.00g157980	7.55E-04	LOC105335786
PGEN_.00g157990	1.52E-17	LOC105343056
PGEN_.00g158000	5.19E-29	LOC105325287
PGEN_.00g158010	2.82E-07	LOC105336176
PGEN_.00g158020	2.20E-26	LOC105336163
PGEN_.00g158030	6.28E-76	LOC105318197
PGEN_.00g158040	9.01E-19	LOC105339741
PGEN_.00g158050	8.79E-06	LOC105328800
PGEN_.00g158060	4.43E-38	LOC105338562
PGEN_.00g158070	4.44E-48	LOC117684452
PGEN_.00g158080	0.002	LOC105348704
PGEN_.00g158090	1.64E-10	LOC105339798
PGEN_.00g158100	0.003	LOC109619690
PGEN_.00g158110	3.09E-23	LOC117689813
PGEN_.00g158120	3	LOC105340872
PGEN_.00g158130	6.5	LOC105329903
PGEN_.00g158150	1.45E-46	LOC105323287
PGEN_.00g158160	3.36E-44	LOC105325284
PGEN_.00g158170	8.09E-13	LOC105332392
PGEN_.00g158180	4.13E-125	LOC105319123
PGEN_.00g158190	2.23E-04	LOC117680367
PGEN_.00g158200	0.62	LOC105332408
PGEN_.00g158210	3.96E-54	LOC105328715
PGEN_.00g158220	0.18	LOC117693144
PGEN_.00g158230	1.7	LOC105332488
PGEN_.00g158240	5.07E-24	LOC117688474
PGEN_.00g158250	1.11E-05	LOC105325112
PGEN_.00g158260	4.5	LOC105342980
PGEN_.00g158270	3.5	LOC105348754
PGEN_.00g158280	2.18E-09	LOC105330364
PGEN_.00g158290	3.28E-17	LOC117680987
PGEN_.00g158300	0.005	LOC117692933
PGEN_.00g158310	0	LOC117688427
PGEN_.00g158320	0.006	LOC105319121
PGEN_.00g158330	1.68E-20	LOC105344628
PGEN_.00g158340	1.10E-11	LOC105328741
PGEN_.00g158350	5.83E-13	LOC105340494
PGEN_.00g158360	2.27E-20	LOC105336647
PGEN_.00g158370	4.1	LOC117689107
PGEN_.00g158380	3.54E-27	LOC117689291
PGEN_.00g158390	5.11E-19	LOC117689509
PGEN_.00g158400	1.85E-36	LOC105320910
PGEN_.00g158410	2.47E-34	LOC105320910
PGEN_.00g158420	3.18E-16	LOC105319080
PGEN_.00g158430	5.75E-07	LOC105337878
PGEN_.00g158440	1.46E-38	LOC105317639
PGEN_.00g158450	8.92E-22	LOC117691259
PGEN_.00g158480	1.35E-07	LOC105328820
PGEN_.00g158490	3.60E-18	LOC117684331
PGEN_.00g158500	0.42	LOC105327294
PGEN_.00g158510	2.6	LOC105322062
PGEN_.00g158530	1.50E-52	LOC105334537
PGEN_.00g158540	2.8	LOC105348753
PGEN_.00g158550	0.073	LOC117681191
PGEN_.00g158560	1.95E-98	LOC105346662
PGEN_.00g158570	0.55	LOC105319517
PGEN_.00g158580	0.54	LOC105324448
PGEN_.00g158590	1.18E-45	LOC105336206
PGEN_.00g158600	1.10E-07	LOC105318868
PGEN_.00g158610	1.47E-14	LOC105345065
PGEN_.00g158620	0.091	LOC105346662
PGEN_.00g158630	4.02E-12	LOC105342017
PGEN_.00g158640	1.80E-100	LOC105326517
PGEN_.00g158650	7.91E-107	LOC105326517
PGEN_.00g158660	9.04E-24	LOC105342013
PGEN_.00g158670	1.66E-21	LOC105328357
PGEN_.00g158680	6.55E-17	LOC105330233
PGEN_.00g158690	1.95E-21	LOC105322740
PGEN_.00g158700	3.72E-18	LOC105339972
PGEN_.00g158710	1.71E-13	LOC105320184
PGEN_.00g158720	1.11E-07	LOC117683117
PGEN_.00g158730	1.57E-15	LOC109619690
PGEN_.00g158740	5.38E-43	LOC105328317
PGEN_.00g158750	3.66E-11	LOC117683158
PGEN_.00g158760	4.17E-29	LOC109619585
PGEN_.00g158780	2.23E-36	LOC117687386
PGEN_.00g158790	2.9	LOC105347605
PGEN_.00g158800	1.75E-92	LOC105329231
PGEN_.00g158810	1.58E-09	LOC105338278
PGEN_.00g158830	2.6	LOC105345752
PGEN_.00g158840	1.50E-04	LOC105340543
PGEN_.00g158850	1.48E-15	LOC117689813
PGEN_.00g158870	1.10E-47	LOC105331660
PGEN_.00g158880	0.22	LOC117682293
PGEN_.00g158900	6.54E-59	LOC109618698
PGEN_.00g158910	1.60E-09	LOC109618738
PGEN_.00g158920	6.37E-112	LOC117685137
PGEN_.00g158930	6	LOC105337649
PGEN_.00g158940	2	LOC117684637
PGEN_.00g158950	2.14E-08	LOC117683174
PGEN_.00g158970	4.71E-16	LOC105340783
PGEN_.00g158980	2.40E-42	LOC105337388
PGEN_.00g158990	1.00E-05	LOC105317904
PGEN_.00g159000	4.6	LOC105335215
PGEN_.00g159010	1.21E-23	LOC109618360
PGEN_.00g159020	5.29E-08	LOC105344250
PGEN_.00g159030	2.61E-07	LOC105319391
PGEN_.00g159040	9.22E-16	LOC117693130
PGEN_.00g159050	5.66E-07	LOC105332962
PGEN_.00g159060	4.2	LOC105331840
PGEN_.00g159070	0.011	LOC105322068
PGEN_.00g159080	0.031	LOC117685690
PGEN_.00g159090	1.36E-11	LOC105334520
PGEN_.00g159100	0.006	LOC105317629
PGEN_.00g159110	0.076	LOC105323245
PGEN_.00g159120	1.85E-10	LOC117688597
PGEN_.00g159130	0.002	LOC105317904
PGEN_.00g159140	0.001	LOC117683598
PGEN_.00g159150	1.78E-10	LOC105344224
PGEN_.00g159160	2.55E-08	LOC105317200
PGEN_.00g159170	4.84E-19	LOC105319123
PGEN_.00g159180	2	LOC105323822
PGEN_.00g159190	7.40E-07	LOC105332962
PGEN_.00g159200	6.63E-09	LOC117684685
PGEN_.00g159210	8.7	LOC117691080
PGEN_.00g159220	0.6	LOC105348016
PGEN_.00g159230	9.39E-25	LOC117689813
PGEN_.00g159240	2.86E-83	LOC105328048
PGEN_.00g159250	0.022	LOC117689330
PGEN_.00g159260	2.20E-09	LOC109618360
PGEN_.00g159270	8.86E-08	LOC105348836
PGEN_.00g159280	3.19E-18	LOC117684452
PGEN_.00g159290	5.8	LOC117689330
PGEN_.00g159300	1.92E-08	LOC117685773
PGEN_.00g159320	3.60E-05	LOC105321453
PGEN_.00g159340	1.79E-15	LOC105340783
PGEN_.00g159350	6.60E-19	LOC105333380
PGEN_.00g159360	1.77E-21	LOC117683206
PGEN_.00g159370	8.8	LOC105347264
PGEN_.00g159390	1.67E-54	LOC105325677
PGEN_.00g159400	1.91E-62	LOC117684452
PGEN_.00g159410	4.78E-19	LOC105328572
PGEN_.00g159420	2.12E-14	LOC105325626
PGEN_.00g159430	2.76E-10	LOC105325626
PGEN_.00g159440	3.88E-20	LOC117692456
PGEN_.00g159450	5.8	LOC105320198
PGEN_.00g159460	3.2	LOC105328535
PGEN_.00g159470	5.5	LOC105331541
PGEN_.00g159480	1.56E-54	LOC117688434
PGEN_.00g159490	6.34E-08	LOC109617261
PGEN_.00g159500	4.52E-07	LOC117685910
PGEN_.00g159510	1.18E-11	LOC105346316
PGEN_.00g159520	1.63E-46	LOC117684911
PGEN_.00g159540	2.41E-77	LOC105334520
PGEN_.00g159550	6.06E-10	LOC105335693
PGEN_.00g159560	3.02E-50	LOC105349182
PGEN_.00g159570	6.27E-06	LOC117683616
PGEN_.00g159580	2.11E-28	LOC105346920
PGEN_.00g159590	0.014	LOC105328526
PGEN_.00g159600	1.54E-12	LOC105337096
PGEN_.00g159610	7.12E-06	LOC117685910
PGEN_.00g159620	3.2	LOC105336414
PGEN_.00g159630	1.05E-32	LOC109619288
PGEN_.00g159640	5.34E-12	LOC117685910
PGEN_.00g159650	1.35E-125	LOC117689325
PGEN_.00g159660	1.34E-34	LOC105349000
PGEN_.00g159670	9.32E-26	LOC105349012
PGEN_.00g159680	0.001	LOC105324837
PGEN_.00g159690	2.15E-11	LOC105325920
PGEN_.00g159700	1.04E-10	LOC117690871
PGEN_.00g159710	5.52E-05	LOC105324837
PGEN_.00g159720	2.61E-12	LOC105337588
PGEN_.00g159740	0.006	LOC105340029
PGEN_.00g159750	3.93E-07	LOC105336354
PGEN_.00g159760	1.43E-06	LOC105334531
PGEN_.00g159770	4.04E-21	LOC105336161
PGEN_.00g159780	0.11	LOC105317819
PGEN_.00g159790	5.73E-30	LOC105336160
PGEN_.00g159800	1.22E-33	LOC105318421
PGEN_.00g159810	1.32E-19	LOC105318420
PGEN_.00g159820	1.83E-18	LOC105318420
PGEN_.00g159830	6.91E-70	LOC105330350
PGEN_.00g159840	6.16E-79	LOC105330350
PGEN_.00g159850	1.19E-69	LOC105330350
PGEN_.00g159860	1.44E-06	LOC117691083
PGEN_.00g159870	2.83E-11	LOC117691083
PGEN_.00g159880	0.033	LOC105329808
PGEN_.00g159890	0.43	LOC105329808
PGEN_.00g159900	5.90E-99	LOC105319035
PGEN_.00g159910	6.01E-04	LOC105323822
PGEN_.00g159920	1.84E-19	LOC105333360
PGEN_.00g159930	4.98E-08	LOC105323503
PGEN_.00g159940	4.00E-04	LOC105331844
PGEN_.00g159950	5.37E-16	LOC105323286
PGEN_.00g159960	3.44E-14	LOC105322206
PGEN_.00g159970	8.45E-130	LOC105344094
PGEN_.00g159980	7.55E-05	LOC117691373
PGEN_.00g159990	1.22E-15	LOC105343224
PGEN_.00g160000	3.80E-92	LOC117689952
PGEN_.00g160010	2.17E-04	LOC117684943
PGEN_.00g160020	4.19E-47	LOC117689952
PGEN_.00g160030	0.027	LOC117690300
PGEN_.00g160040	4.7	LOC105320161
PGEN_.00g160050	1.58E-29	LOC105343488
PGEN_.00g160060	3	LOC117685191
PGEN_.00g160070	1.99E-19	LOC105335162
PGEN_.00g160080	2.10E-07	LOC105332130
PGEN_.00g160100	3.85E-08	LOC105338956
PGEN_.00g160110	2.73E-18	LOC105333932
PGEN_.00g160120	1.13E-18	LOC105338956
PGEN_.00g160130	1.03E-15	LOC105342893
PGEN_.00g160140	3.64E-04	LOC117692217
PGEN_.00g160150	2.1	LOC117687099
PGEN_.00g160160	0.19	LOC109618897
PGEN_.00g160170	7.04E-10	LOC109618897
PGEN_.00g160180	1.75E-81	LOC109617665
PGEN_.00g160190	1.08E-46	LOC105342893
PGEN_.00g160200	2.54E-36	LOC105342689
PGEN_.00g160210	1.14E-04	LOC105342688
PGEN_.00g160220	4.89E-84	LOC117689850
PGEN_.00g160230	5.63E-65	LOC117684452
PGEN_.00g160250	1.38E-04	LOC105334261
PGEN_.00g160260	1.38E-33	LOC105344638
PGEN_.00g160270	0.42	LOC105321023
PGEN_.00g160280	6.6	LOC105327302
PGEN_.00g160290	2.73E-32	LOC105325887
PGEN_.00g160300	1.00E-04	LOC117688875
PGEN_.00g160310	0.02	LOC117686323
PGEN_.00g160320	0.007	LOC105326912
PGEN_.00g160330	4.1	LOC105319829
PGEN_.00g160340	1.02E-09	LOC105322816
PGEN_.00g160350	1.22E-18	LOC105322816
PGEN_.00g160360	0.028	LOC117693112
PGEN_.00g160370	8.8	LOC105348209
PGEN_.00g160380	3.67E-05	LOC105319808
PGEN_.00g160390	0.025	LOC117681478
PGEN_.00g160400	1.25E-24	LOC117680314
PGEN_.00g160410	9.04E-08	LOC105338714
PGEN_.00g160420	1.7	LOC105326801
PGEN_.00g160430	0.43	LOC105320668
PGEN_.00g160450	0.036	LOC117691348
PGEN_.00g160460	0.018	LOC105326801
PGEN_.00g160480	5.28E-06	LOC105322068
PGEN_.00g160490	0.025	LOC105337130
PGEN_.00g160500	2.06E-33	LOC105332608
PGEN_.00g160510	1.50E-05	LOC105317904
PGEN_.00g160520	7.76E-126	LOC105319123
PGEN_.00g160530	5.97E-35	LOC105320179
PGEN_.00g160540	7.40E-60	LOC117689930
PGEN_.00g160550	1.77E-31	LOC105339271
PGEN_.00g160560	1.02E-21	LOC105341512
PGEN_.00g160570	7.27E-35	LOC105320179
PGEN_.00g160580	4.59E-18	LOC105321473
PGEN_.00g160590	1.81E-24	LOC105321222
PGEN_.00g160600	7.79E-04	LOC105326247
PGEN_.00g160610	6.22E-99	LOC105341115
PGEN_.00g160620	1.64E-63	LOC105341764
PGEN_.00g160630	0	LOC105337475
PGEN_.00g160640	1.59E-09	LOC105332763
PGEN_.00g160650	8.61E-24	LOC105332763
PGEN_.00g160660	1.2	LOC109617078
PGEN_.00g160670	5.75E-17	LOC105329140
PGEN_.00g160680	1.67E-70	LOC109618698
PGEN_.00g160710	1.37E-70	LOC105321552
PGEN_.00g160720	7.62E-25	LOC117682873
PGEN_.00g160730	1.06E-94	LOC117682873
PGEN_.00g160740	6.93E-10	LOC105325379
PGEN_.00g160750	1.78E-30	LOC105337388
PGEN_.00g160760	1.33E-45	LOC117686795
PGEN_.00g160770	2	LOC105348778
PGEN_.00g160780	1.20E-12	LOC105321473
PGEN_.00g160790	2.83E-19	LOC105330234
PGEN_.00g160800	1.90E-06	LOC117688597
PGEN_.00g160810	4.79E-11	LOC105345029
PGEN_.00g160820	4.40E-35	LOC117685914
PGEN_.00g160830	1.49E-10	LOC105333447
PGEN_.00g160840	5.04E-36	LOC117686391
PGEN_.00g160860	1.43E-16	LOC105333215
PGEN_.00g160880	6.28E-08	LOC117680748
PGEN_.00g160890	4.67E-06	LOC105334520
PGEN_.00g160900	3.19E-16	LOC105326858
PGEN_.00g160910	4.27E-13	LOC105337127
PGEN_.00g160920	1.71E-22	LOC105321427
PGEN_.00g160930	3.54E-45	LOC105334520
PGEN_.00g160940	8.16E-21	LOC105342896
PGEN_.00g160950	0.49	LOC105321045
PGEN_.00g160960	0.16	LOC105327355
PGEN_.00g160970	9.26E-14	LOC105342896
PGEN_.00g160980	3.23E-16	LOC105342897
PGEN_.00g160990	6.4	LOC117687958
PGEN_.00g161000	4.97E-05	LOC105325933
PGEN_.00g161010	0.006	LOC117683484
PGEN_.00g161020	0.002	LOC105339785
PGEN_.00g161030	0.002	LOC117683484
PGEN_.00g161040	3.75E-26	LOC109618360
PGEN_.00g161050	1.22E-42	LOC117683598
PGEN_.00g161060	2.11E-16	LOC105317500
PGEN_.00g161070	3.06E-08	LOC105319033
PGEN_.00g161080	1.68E-22	LOC105319029
PGEN_.00g161090	2.75E-13	LOC105342022
PGEN_.00g161100	5.87E-18	LOC105342822
PGEN_.00g161110	1.91E-90	LOC105330362
PGEN_.00g161120	9.56E-55	LOC117684452
PGEN_.00g161130	2.94E-08	LOC105330246
PGEN_.00g161140	1.10E-25	LOC105339979
PGEN_.00g161150	4.71E-66	LOC105319529
PGEN_.00g161160	1.30E-07	LOC105322855
PGEN_.00g161170	8.16E-15	LOC105324773
PGEN_.00g161180	0.062	LOC117680749
PGEN_.00g161190	2.35E-06	LOC105320607
PGEN_.00g161200	7.97E-17	LOC105337904
PGEN_.00g161210	5.11E-09	LOC117690062
PGEN_.00g161220	1.00E-61	LOC105338516
PGEN_.00g161230	1.71E-13	LOC105336809
PGEN_.00g161240	6.64E-74	LOC105323099
PGEN_.00g161250	3.18E-40	LOC105325174
PGEN_.00g161260	0	LOC109618360
PGEN_.00g161270	3.50E-13	LOC105341564
PGEN_.00g161280	0.27	LOC105317289
PGEN_.00g161290	8.02E-47	LOC105319391
PGEN_.00g161310	1.8	LOC105318476
PGEN_.00g161320	3.91E-111	LOC105337388
PGEN_.00g161330	4.93E-11	LOC105318686
PGEN_.00g161340	8.06E-15	LOC105330196
PGEN_.00g161350	9.30E-40	LOC105317985
PGEN_.00g161360	8.93E-28	LOC105318005
PGEN_.00g161380	7.56E-07	LOC105330355
PGEN_.00g161390	2.04E-08	LOC105318787
PGEN_.00g161400	2.57E-04	LOC105330355
PGEN_.00g161410	5.17E-41	LOC117684452
PGEN_.00g161420	3.12E-55	LOC105323264
PGEN_.00g161430	2.33E-24	LOC117680972
PGEN_.00g161440	2.95E-09	LOC105320647
PGEN_.00g161450	0.51	LOC117688434
PGEN_.00g161460	6.1	LOC105334935
PGEN_.00g161470	1.70E-101	LOC117683793
PGEN_.00g161490	3.01E-50	LOC105327068
PGEN_.00g161500	2.20E-34	LOC105325586
PGEN_.00g161510	0.15	LOC117690404
PGEN_.00g161520	5.36E-84	LOC117687194
PGEN_.00g161530	2.2	LOC105337292
PGEN_.00g161540	1.4	LOC117692948
PGEN_.00g161550	0.53	LOC105319403
PGEN_.00g161560	2.3	LOC105322656
PGEN_.00g161570	4.35E-26	LOC105339781
PGEN_.00g161580	4.39E-12	LOC105327260
PGEN_.00g161590	2.60E-16	LOC109621045
PGEN_.00g161600	7.33E-64	LOC105338516
PGEN_.00g161610	2.4	LOC105335833
PGEN_.00g161620	4.81E-23	LOC105337787
PGEN_.00g161630	2.34E-06	LOC105339428
PGEN_.00g161640	2.7	LOC105330610
PGEN_.00g161650	3.46E-58	LOC105334520
PGEN_.00g161660	5.70E-16	LOC105319884
PGEN_.00g161670	1.50E-18	LOC105331841
PGEN_.00g161680	1.41E-17	LOC105331842
PGEN_.00g161690	0.038	LOC105328182
PGEN_.00g161700	1.45E-23	LOC105319795
PGEN_.00g161710	4.24E-19	LOC105319795
PGEN_.00g161720	1.99E-09	LOC117684685
PGEN_.00g161730	3.2	LOC105334177
PGEN_.00g161740	6.7	LOC117683115
PGEN_.00g161750	3.02E-137	LOC117691177
PGEN_.00g161760	3.12E-04	LOC109620633
PGEN_.00g161770	1.06E-112	LOC105334564
PGEN_.00g161780	1.84E-06	LOC105340520
PGEN_.00g161790	0.46	LOC105325920
PGEN_.00g161800	1.9	LOC105327269
PGEN_.00g161810	3.74E-11	LOC117687203
PGEN_.00g161820	7.57E-08	LOC105340518
PGEN_.00g161830	1.20E-55	LOC105334974
PGEN_.00g161840	3.21E-04	LOC105324448
PGEN_.00g161850	0.061	LOC109618591
PGEN_.00g161880	1.79E-62	LOC105334548
PGEN_.00g161900	3.1	LOC105331401
PGEN_.00g161910	0.031	LOC117692956
PGEN_.00g161920	0.14	LOC105342088
PGEN_.00g161930	5.8	LOC105341629
PGEN_.00g161940	6.1	LOC105319817
PGEN_.00g161950	4.55E-10	LOC117685662
PGEN_.00g161960	2.12E-08	LOC105334955
PGEN_.00g161970	2.58E-15	LOC105324472
PGEN_.00g161980	2.96E-14	LOC117690568
PGEN_.00g161990	2.11E-12	LOC105337347
PGEN_.00g162000	2.79E-95	LOC105335813
PGEN_.00g162010	2.48E-49	LOC105337346
PGEN_.00g162020	3.09E-07	LOC105346465
PGEN_.00g162030	5.09E-06	LOC105335376
PGEN_.00g162040	5.45E-12	LOC105337346
PGEN_.00g162050	2.2	LOC117687053
PGEN_.00g162060	0.79	LOC105329356
PGEN_.00g162070	4.8	LOC105341588
PGEN_.00g162080	9.96E-14	LOC105322220
PGEN_.00g162090	1.80E-75	LOC105337107
PGEN_.00g162100	5.43E-29	LOC105337107
PGEN_.00g162110	8.51E-23	LOC105340045
PGEN_.00g162120	1.71E-71	LOC117684911
PGEN_.00g162130	8.10E-25	LOC117692956
PGEN_.00g162140	5.90E-65	LOC105342687
PGEN_.00g162150	0.87	LOC117692956
PGEN_.00g162160	0.11	LOC105329147
PGEN_.00g162170	1.84E-23	LOC105327367
PGEN_.00g162180	1.03E-25	LOC105328352
PGEN_.00g162190	6.9	LOC105345158
PGEN_.00g162200	6.59E-39	LOC105347952
PGEN_.00g162210	2.72E-05	LOC117685155
PGEN_.00g162220	1.75E-20	LOC105345567
PGEN_.00g162230	3.27E-14	LOC105345567
PGEN_.00g162240	4.75E-14	LOC105339798
PGEN_.00g162250	7.77E-35	LOC105317322
PGEN_.00g162260	8.35E-100	LOC109621045
PGEN_.00g162270	2.46E-08	LOC105331660
PGEN_.00g162280	0.29	LOC105337388
PGEN_.00g162290	1.40E-09	LOC105319717
PGEN_.00g162300	1.22E-39	LOC105343998
PGEN_.00g162310	0.019	LOC105319717
PGEN_.00g162320	3.10E-09	LOC105328357
PGEN_.00g162330	2.20E-21	LOC105325768
PGEN_.00g162340	1.9	LOC105346852
PGEN_.00g162350	3.9	LOC117690908
PGEN_.00g162360	0.72	LOC105322353
PGEN_.00g162380	1.2	LOC105333483
PGEN_.00g162390	0.006	LOC105336543
PGEN_.00g162400	3.77E-05	LOC105336543
PGEN_.00g162410	2.06E-04	LOC105339782
PGEN_.00g162420	1.18E-43	LOC105328338
PGEN_.00g162440	1.96E-81	LOC117691982
PGEN_.00g162450	4.26E-19	LOC109617926
PGEN_.00g162460	1.98E-43	LOC105319123
PGEN_.00g162470	1.1	LOC105322942
PGEN_.00g162480	2.06E-15	LOC105319080
PGEN_.00g162500	2.37E-05	LOC105324448
PGEN_.00g162510	1.53E-39	LOC105319031
PGEN_.00g162520	3.66E-15	LOC105331660
PGEN_.00g162530	1.03E-117	LOC105347321
PGEN_.00g162540	1.97E-27	LOC105333628
PGEN_.00g162550	6.8	LOC105325208
PGEN_.00g162560	1.93E-26	LOC105343998
PGEN_.00g162570	1.33E-20	LOC105317505
PGEN_.00g162580	1.83E-16	LOC117690890
PGEN_.00g162590	0.78	LOC105322213
PGEN_.00g162600	2.07E-06	LOC117689953
PGEN_.00g162610	8.49E-07	LOC117692956
PGEN_.00g162620	5.72E-22	LOC117688427
PGEN_.00g162630	2.76E-08	LOC105328417
PGEN_.00g162640	0.63	LOC105347306
PGEN_.00g162650	0.37	LOC105327587
PGEN_.00g162660	1.03E-26	LOC117686323
PGEN_.00g162670	4.89E-28	LOC105343340
PGEN_.00g162680	4.69E-25	LOC105317347
PGEN_.00g162690	2.10E-31	LOC105344657
PGEN_.00g162700	2.05E-11	LOC105328826
PGEN_.00g162710	9.43E-19	LOC105339411
PGEN_.00g162730	5.5	LOC109618245
PGEN_.00g162740	2.66E-14	LOC105347030
PGEN_.00g162750	1.28E-36	LOC105337272
PGEN_.00g162760	5.04E-04	LOC105348902
PGEN_.00g162770	6.66E-15	LOC105347030
PGEN_.00g162780	1.74E-23	LOC117690154
PGEN_.00g162790	4.8	LOC105321710
PGEN_.00g162800	5.85E-43	LOC105322826
PGEN_.00g162810	1.18E-44	LOC117684452
PGEN_.00g162820	2.15E-17	LOC105332169
PGEN_.00g162840	7.99E-06	LOC105342450
PGEN_.00g162850	7.9	LOC105343448
PGEN_.00g162860	0.001	LOC117681374
PGEN_.00g162880	1.66E-18	LOC105321473
PGEN_.00g162890	4.53E-15	LOC105336543
PGEN_.00g162910	1.32E-07	LOC117681891
PGEN_.00g162920	2.32E-11	LOC105339971
PGEN_.00g162930	3.03E-10	LOC105339993
PGEN_.00g162960	6.25E-21	LOC105339993
PGEN_.00g162970	1.60E-14	LOC105343491
PGEN_.00g162980	0.007	LOC105335376
PGEN_.00g162990	6.3	LOC117691403
PGEN_.00g163000	0.007	LOC105342354
PGEN_.00g163010	8.64E-06	LOC105342693
PGEN_.00g163020	3.08E-56	LOC105319553
PGEN_.00g163030	1.82E-76	LOC105320051
PGEN_.00g163040	2.55E-30	LOC105319817
PGEN_.00g163050	4.14E-17	LOC105335035
PGEN_.00g163060	6.16E-18	LOC105335035
PGEN_.00g163070	1.26E-11	LOC105335035
PGEN_.00g163080	0.24	LOC117685321
